architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,batch_size,seq_len,encoder_seq_len,decoder_seq_len,dtype,device,operation_key,count,avg_ms,min_ms,max_ms,std_ms,total_ms,pct_total
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.apply_causal_mask,60,0.41949794394895434,0.29401504434645176,0.5982029251754284,0.07510726403514671,25.16987663693726,2.908375085364503
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.cache_concat,60,0.38466897094622254,0.34895213320851326,0.6305831484496593,0.039261424360369813,23.080138256773353,2.666906160924902
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.k_proj,120,0.3144999500364065,0.17793220467865467,0.45914691872894764,0.0634323215805767,37.73999400436878,4.360850069603997
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.matmul_qk,120,1.3791827426757663,0.2468519378453493,2.705385908484459,1.0228887472792039,165.50192912109196,19.123720556070104
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.out_projection,120,0.3070397418923676,0.15483098104596138,0.4357581492513418,0.08639983173781784,36.84476902708411,4.257406971439987
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.q_proj,120,0.3134215638662378,0.17949892207980156,0.41569583117961884,0.062359392854039415,37.610587663948536,4.345897188356494
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.softmax,120,0.6145420561855038,0.09205401875078678,1.1691460385918617,0.48109408229301615,73.74504674226046,8.52122796261465
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.v_proj,120,0.3113296387406687,0.17780298367142677,0.44877990148961544,0.0640011320203304,37.35955664888024,4.316890596055324
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,attn.weighted_sum,120,0.4648688928379367,0.1403680071234703,0.7888379041105509,0.2570532136592334,55.7842671405524,6.4458628481638165
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,block.norm1,120,0.24548734072595835,0.14081597328186035,0.36229495890438557,0.04939286977025743,29.458480887115,3.4039225976594616
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,block.norm2,120,0.2528318417413781,0.15198299661278725,0.3640218637883663,0.046680327465855084,30.339821008965373,3.505761303072904
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,block.norm3,60,0.20651652788122496,0.14129607006907463,0.3728850279003382,0.038287457908031126,12.390991672873497,1.4317770398388994
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,cross_attn.k_proj,60,0.34588520259906846,0.3114519640803337,0.4037618637084961,0.020119979579205086,20.75311215594411,2.3980186795809244
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,cross_attn.matmul_qk,60,0.34899472957476974,0.2481960691511631,0.5026950966566801,0.05820156018014335,20.939683774486184,2.4195769992672274
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,cross_attn.out_projection,60,0.2148185585004588,0.14935899525880814,0.28793513774871826,0.03283130845333212,12.889113510027528,1.4893349357933334
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,cross_attn.q_proj,60,0.25783554107571643,0.18359487876296043,0.35624695010483265,0.041220783082170184,15.470132464542985,1.787571249401254
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,cross_attn.softmax,60,0.1309306787637373,0.09080488234758377,0.18429802730679512,0.02264128109789754,7.855840725824237,0.9077410974692476
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,cross_attn.v_proj,60,0.35074960518007475,0.3119648899883032,0.3959229215979576,0.018826536054388544,21.044976310804486,2.4317435344362393
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,cross_attn.weighted_sum,60,0.2127921829620997,0.1491350121796131,0.2982700243592262,0.03587951859328094,12.767530977725983,1.4752860942808401
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,ff.gelu,120,0.25721877270067733,0.09672390297055244,0.43959682807326317,0.1188184796598754,30.866252724081278,3.5665904007468248
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,ff.linear1,120,0.658879962672169,0.21111196838319302,1.1736899614334106,0.4044643797257214,79.06559552066028,9.136016494587668
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,ff.linear2,120,0.5946417358548691,0.2044891007244587,1.0378009174019098,0.3459899614256286,71.35700830258429,8.245290515600926
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,model.final_norm,10,0.2471812767907977,0.15399791300296783,0.3349699545651674,0.07853359665623912,2.471812767907977,0.28561755679483547
encoder_decoder,t5,t5_base,768,12,12,64,12,3072,1,1024,1024,1024,float16,cuda,model.output_head,5,0.9841884486377239,0.9616180323064327,1.0127481073141098,0.016849132624772188,4.92094224318862,0.5686140628756378
