architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,batch_size,seq_len,encoder_seq_len,decoder_seq_len,dtype,device,operation_key,count,avg_ms,min_ms,max_ms,std_ms,total_ms,pct_total
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.apply_causal_mask,120,0.2869767330897351,0.2722239587455988,0.33718300983309746,0.010640582580052562,34.43720797076821,10.570301581321289
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.cache_concat,120,0.18576187818932036,0.17689517699182034,0.24316785857081413,0.008465348852552188,22.291425382718444,6.842223944893114
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.k_proj,120,0.1810160232707858,0.17225509509444237,0.2217269502580166,0.008955829209127828,21.721922792494297,6.667418422473214
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.matmul_qk,120,0.24687781115062535,0.23612682707607746,0.2923840656876564,0.009418726266912468,29.62533733807504,9.093325753285383
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.out_projection,120,0.17939764074981213,0.15567918308079243,0.20124786533415318,0.008849525197583386,21.527716889977455,6.607808045226075
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.q_proj,120,0.18512031723124286,0.17884792760014534,0.21433597430586815,0.005502174881328225,22.214438067749143,6.818593134350852
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.softmax,120,0.0936883909162134,0.08678389713168144,0.1256628893315792,0.005022847752801223,11.242606909945607,3.450853091785092
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.v_proj,120,0.1805133477319032,0.17299200408160686,0.22447993978857994,0.006822445447277419,21.661601727828383,6.6489032209572745
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,attn.weighted_sum,120,0.1486635475885123,0.1420159824192524,0.1970559824258089,0.0065959181504239295,17.839625710621476,5.475769813256308
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,block.norm1,120,0.1457923227765908,0.13660802505910397,0.17993594519793987,0.007087236030246208,17.495078733190894,5.3700131135997795
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,block.norm2,120,0.1537592945775638,0.14380807988345623,0.19817589782178402,0.008040589132189933,18.451115349307656,5.663463017079705
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,ff.gelu,120,0.10143506224267185,0.0954880379140377,0.13164803385734558,0.0053734555505260745,12.172207469120622,3.7361886006621665
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,ff.linear1,120,0.2853359270375222,0.2795842010527849,0.2964800223708153,0.0034234300290795277,34.240311244502664,10.509865271305436
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,ff.linear2,120,0.2835335733834654,0.2790400758385658,0.3155509475618601,0.004737484135166083,34.02402880601585,10.443478629174349
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,model.final_norm,5,0.15573096461594105,0.14838413335382938,0.17651193775236607,0.01050865290126046,0.7786548230797052,0.23900358921923515
decoder,decoder,gpt2_medium,1024,16,16,64,24,4096,1,128,,128,float16,cuda,model.output_head,5,1.213765051215887,1.211102120578289,1.2164781801402569,0.0021141066004596244,6.068825256079435,1.862790771410729
