architecture,model_family,shape_name,d_model,num_heads,num_kv_heads,head_dim,num_layers,d_ff,batch_size,seq_len,encoder_seq_len,decoder_seq_len,dtype,device,operation_key,count,avg_ms,min_ms,max_ms,std_ms,total_ms,pct_total
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.apply_causal_mask,160,0.5869967833859846,0.5477098748087883,0.6469739601016045,0.02241965212874336,93.91948534175754,4.078580571247926
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.cache_concat,160,6.140367370971944,6.128428969532251,6.177675910294056,0.005986421489441254,982.4587793555111,42.66460016204722
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.k_proj,160,0.509811427036766,0.47273491509258747,0.5438379012048244,0.01754312061946327,81.56982832588255,3.5422800263371594
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.matmul_qk,160,1.19644680962665,1.1836758349090815,1.2724439147859812,0.009630149745318548,191.431489540264,8.313171128684132
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.out_projection,160,0.5216229154029861,0.5087980534881353,0.5464949645102024,0.005222963974196431,83.45966646447778,3.624348801382404
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.q_proj,160,0.4820156696951017,0.4644140135496855,0.5202540196478367,0.016371386008335573,77.12250715121627,3.3491490943363136
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.softmax,160,0.18028628110187128,0.16870396211743355,0.2401599194854498,0.0063152420998687986,28.845804976299405,1.2526680625456235
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.v_proj,160,0.5139218119438738,0.46889414079487324,0.6005738396197557,0.026767987107340324,82.2274899110198,3.5708398694180317
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,attn.weighted_sum,160,1.0535460329265334,1.0455010924488306,1.0676449164748192,0.0038460058131794023,168.56736526824534,7.320265634205319
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,block.norm1,160,0.2862474648281932,0.2664630301296711,0.306430971249938,0.0059597187497119255,45.79959437251091,1.9889092779739381
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,block.norm2,160,0.3051268038689159,0.29075099155306816,0.3202871885150671,0.005504575405633352,48.82028861902654,2.1200870077143437
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,ff.gelu,160,0.2001207525609061,0.18502399325370789,0.2421429380774498,0.007127849265881916,32.01932040974498,1.390482258846929
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,ff.linear1,160,1.123389627900906,1.107068033888936,1.3904280494898558,0.037081570037616945,179.74234046414495,7.805554033650042
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,ff.linear2,160,1.1923408586881123,1.1793889570981264,1.2243480887264013,0.005929597997180561,190.77453739009798,8.284642093775597
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,model.final_norm,5,0.3011829685419798,0.29459106735885143,0.30697486363351345,0.004634921441735347,1.505914842709899,0.06539638709774401
decoder,decoder,gpt3_2p7b,2560,32,32,80,32,10240,1,8192,,8192,float16,cuda,model.output_head,5,2.8969764709472656,2.888535149395466,2.904342021793127,0.006220682439673373,14.484882354736328,0.629025590737271
